"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M02",-2.5,0.9,0.3,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M03",2.7,2.0,0.0,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M04",-3.1,-1.6,-1.5,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M05",0.1,1.5,2.0,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M06",7.9,4.9,0.5,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M07",-0.1,1.2,-1.2,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M08",2.2,1.7,0.6,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M09",-0.2,2.4,1.4,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M10",4.5,2.3,-0.2,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M11",5.0,4.5,1.5,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M12",2.4,4.7,0.6,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M01",3.3,3.2,-1.0,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M02",3.1,3.1,0.4,-0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M03",4.1,3.1,-0.2,-0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M04",1.3,2.8,-1.6,-0.7
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M05",0.5,0.9,0.2,-0.7
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M06",-2.8,-1.5,-2.1,-0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M07",2.8,0.6,0.9,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M08",0.8,0.0,-0.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M09",-2.5,-1.0,0.7,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M10",1.2,0.5,1.3,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M11",-0.6,-1.4,-0.4,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2002M12",-3.4,-1.7,0.4,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M01",0.0,-0.6,0.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M02",-1.0,-1.0,0.1,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M03",-5.3,-1.1,-0.5,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M04",4.9,0.9,0.5,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M05",1.9,-0.1,-0.8,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M06",-0.5,2.3,0.2,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M07",3.6,2.9,1.1,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M08",-0.2,2.5,-0.4,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M09",4.1,2.5,0.9,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M10",1.9,0.8,-0.3,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M11",-3.7,-1.2,-2.4,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2003M12",4.8,3.1,4.7,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M01",2.7,2.3,-0.7,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M02",1.3,-0.6,-2.7,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M03",2.1,1.2,1.0,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M04",2.5,1.5,1.0,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M05",-2.7,2.2,-0.2,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M06",5.1,1.4,-0.5,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M07",1.4,-0.4,-0.8,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M08",0.4,0.4,0.4,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M09",0.8,-0.5,0.3,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M10",-1.7,-0.4,-0.2,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M11",2.3,2.3,0.2,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2004M12",0.6,-3.0,-0.9,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M01",-4.6,-2.1,0.4,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M02",-1.9,0.0,-0.6,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M03",3.1,0.6,1.4,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M04",-1.1,-0.2,0.5,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M05",-0.6,-0.4,-0.6,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M06",2.3,1.8,1.7,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M07",-0.4,1.6,-1.3,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M08",2.9,2.1,1.0,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M09",0.7,0.2,-1.4,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M10",-0.1,1.2,0.7,-0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M11",1.1,0.2,-0.5,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2005M12",2.8,0.6,-0.7,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M01",1.8,1.0,0.9,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M02",1.3,1.3,-0.3,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M03",0.1,0.7,0.6,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M04",-0.2,0.8,0.8,0.7
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M05",4.7,1.7,0.4,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M06",1.6,2.4,2.3,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M07",3.6,5.0,1.0,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M08",2.1,1.6,-2.1,-0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M09",1.9,1.1,-1.7,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M10",-1.2,0.1,-0.4,-0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M11",2.0,1.5,1.0,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2006M12",-1.4,2.1,-0.3,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M01",3.2,2.5,1.3,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M02",1.8,1.8,-1.1,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M03",5.2,3.8,2.4,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M04",1.2,3.4,0.8,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M05",1.5,2.2,-0.8,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M06",1.9,-0.2,-0.4,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M07",0.0,1.3,2.5,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M08",3.8,3.3,-0.2,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M09",-0.1,2.5,-2.4,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M10",6.9,4.7,1.7,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M11",6.0,5.4,2.0,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2007M12",2.9,5.2,-0.6,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M01",3.9,3.8,0.0,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M02",11.7,6.8,1.6,0.7
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M03",2.0,4.4,0.0,0.8
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M04",5.7,4.3,1.1,0.9
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M05",10.4,7.8,2.6,1.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M06",2.8,7.2,-1.2,0.9
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M07",9.8,6.7,2.1,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M08",4.6,6.6,-0.2,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M09",10.4,10.4,1.0,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M10",8.4,6.5,-1.9,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M11",1.9,3.8,-0.4,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2008M12",6.5,6.7,2.1,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M01",6.3,5.3,-1.4,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M02",-0.6,4.0,0.3,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M03",0.5,3.6,-0.7,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M04",3.6,1.4,-0.4,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M05",-0.5,1.3,2.4,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M06",1.3,1.0,-1.7,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M07",1.0,-0.1,0.9,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M08",-0.6,0.9,0.9,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M09",0.2,-0.7,-0.8,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M10",4.8,4.1,2.9,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M11",-0.1,1.4,-2.9,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2009M12",2.5,2.6,3.2,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M01",-0.3,2.5,-1.5,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M02",1.9,1.9,-0.4,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M03",8.1,2.2,-0.7,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M04",-0.9,2.1,0.2,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M05",-2.6,0.1,0.3,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M06",3.8,1.6,-0.4,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M07",2.4,1.7,1.1,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M08",2.0,0.5,-0.1,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M09",2.0,1.5,0.0,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M10",-3.4,-1.4,0.0,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M11",3.0,1.4,-0.1,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2010M12",1.7,-2.0,-0.4,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M01",-2.3,-2.4,-2.0,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M02",0.8,0.8,2.8,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M03",-2.7,0.1,-1.5,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M04",5.3,0.8,1.5,-0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M05",1.0,-2.1,-2.7,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M06",-2.8,0.0,1.5,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M07",-4.1,-2.2,-0.9,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M08",-2.8,-3.6,-1.6,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M09",-1.5,-2.0,1.4,-0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M10",-3.6,-2.3,-0.2,-0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M11",-2.9,-3.7,-1.4,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2011M12",-2.4,-4.5,-1.2,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M01",0.3,-0.5,2.0,0.5
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M02",2.6,-1.4,1.9,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M03",4.0,1.4,1.1,0.6
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M04",-8.6,-4.1,-3.6,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M05",0.9,1.9,3.4,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M06",5.6,0.8,0.0,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M07",-1.9,0.7,-0.7,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M08",3.6,2.6,0.2,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M09",-0.1,1.8,0.3,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M10",3.1,2.3,0.2,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M11",3.6,2.6,-1.1,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2012M12",-2.0,3.7,0.2,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M01",3.0,2.1,0.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M02",-2.9,1.1,0.9,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M03",1.0,0.7,0.5,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M04",0.5,1.3,-2.5,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M05",1.2,0.3,2.4,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M06",-2.5,0.1,-0.6,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M07",4.3,2.1,1.8,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M08",2.3,1.5,-0.4,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M09",-0.3,1.2,-0.1,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M10",0.9,0.1,-0.9,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M11",6.2,5.3,3.8,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2013M12",-0.3,1.5,-3.0,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M01",2.8,2.2,0.3,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M02",1.3,1.3,0.2,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M03",-2.3,2.0,0.9,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M04",6.9,2.9,-1.1,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M05",2.2,0.2,-0.2,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M06",0.6,3.5,2.1,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M07",-0.5,-1.2,-2.4,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M08",-2.3,0.3,1.0,0.3
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M09",3.0,1.4,0.8,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M10",3.5,2.3,-0.1,0.4
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M11",-3.6,-1.0,0.0,0.2
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2014M12",4.4,2.7,1.3,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2015M01",4.6,4.1,1.4,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2015M02",0.9,0.9,-2.7,-0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2015M03",1.1,-0.4,-0.7,-0.1
